user_id,Attrition
442,0.86432092
1091,0.94152590
981,0.93950349
785,0.79581003
1332,0.94604508
501,0.94905056
1058,0.92481060
1253,0.86740496
751,0.74061604
122,0.93400045
268,0.84627175
940,0.95470828
1125,0.89275555
540,0.94983913
1034,0.91206964
432,0.81897128
794,0.93817824
666,0.91222346
942,0.93304365
1114,0.93982501
853,0.95644829
1330,0.88327515
692,0.90362692
548,0.86971540
54,0.92918776
319,0.92795735
1147,0.92076034
1235,0.70469672
1436,0.94364156
520,0.91932247
983,0.76272398
1347,0.80750321
465,0.94909624
966,0.93202909
31,0.73776810
420,0.92622185
1462,0.91224483
1408,0.92652052
89,0.90352724
298,0.87139205
875,0.86822745
1385,0.86591156
1430,0.82136709
223,0.72300829
1412,0.92631621
1375,0.94968508
4,0.94175378
1174,0.76528213
892,0.94523291
34,0.93776635
1310,0.90981863
182,0.93915543
467,0.81320862
52,0.83685841
1032,0.94244256
142,0.90063370
1440,0.87074077
528,0.93266394
629,0.79730281
1051,0.92976056
1269,0.75919116
993,0.93011272
526,0.90420473
278,0.86701448
887,0.93796764
1275,0.92259663
667,0.91223649
792,0.94027047
148,0.92058892
1039,0.91936294
1414,0.90269614
474,0.90491439
1341,0.91473708
1158,0.91819814
393,0.84231176
965,0.90401157
1397,0.90164712
743,0.88714968
980,0.94505384
1410,0.83275457
916,0.86402546
1300,0.76678972
642,0.93651555
1064,0.87194912
1318,0.92019244
1247,0.91884459
187,0.87677501
1023,0.92949820
1183,0.84400712
1073,0.92405961
1311,0.94603172
9,0.90424668
1019,0.93780659
1180,0.95480086
1405,0.80818834
1120,0.93786212
483,0.93859578
310,0.92663562
722,0.94499339
5,0.93248915
482,0.93864603
204,0.94772972
1086,0.92603421
376,0.84017677
740,0.91360530
299,0.85733757
1218,0.94252428
546,0.94210498
1434,0.79901686
1400,0.83304786
302,0.94170502
1096,0.83642669
360,0.88821741
1131,0.93763103
191,0.95115767
315,0.91588646
211,0.84850097
215,0.84432701
279,0.83026150
1179,0.77182466
141,0.93345259
1227,0.90442085
641,0.90657026
14,0.94792223
82,0.84050857
1301,0.83651349
787,0.88979687
583,0.92927755
333,0.94019715
610,0.82111303
390,0.71097998
1083,0.95127842
2,0.94093113
554,0.95242071
85,0.90328146
995,0.94731060
107,0.94515015
930,0.95108513
1306,0.93219422
1308,0.88660296
489,0.77705515
361,0.83102057
1090,0.92876441
80,0.87766426
152,0.88917676
1452,0.86722012
1093,0.88630239
231,0.77919704
693,0.86132772
96,0.89938088
224,0.82694427
948,0.91395799
1015,0.92062590
913,0.88855545
445,0.90939033
1,0.90915995
425,0.83140605
159,0.93107500
1210,0.86497394
227,0.81755212
838,0.92672662
1416,0.68317376
161,0.91070789
656,0.94063323
308,0.71683990
253,0.94640852
1084,0.91449261
113,0.93195305
1292,0.81604091
898,0.81569381
295,0.91905115
608,0.92105978
175,0.91448769
970,0.90724763
45,0.85391926
487,0.95441322
1358,0.80063109
55,0.88418038
657,0.92470754
1126,0.87757295
254,0.79976749
491,0.87929320
867,0.82143516
1396,0.94510490
587,0.85040337
863,0.76225042
536,0.94782048
619,0.80080161
192,0.94856243
1411,0.93577123
1460,0.94867761
1273,0.94887823
1425,0.88551489
574,0.84299501
108,0.92215321
651,0.84234749
567,0.83094214
728,0.87103798
842,0.92288017
426,0.89915672
260,0.93689364
580,0.92119374
1021,0.95067670
1173,0.88279236
572,0.94322684
679,0.82631658
1349,0.94552045
233,0.74588101
303,0.82175027
506,0.89789029
364,0.92756923
1100,0.87475048
27,0.87428983
1056,0.90451719
317,0.94800365
471,0.87762252
907,0.82340740
202,0.91692779
1129,0.87078875
1069,0.94396275
1263,0.92191772
381,0.94884514
1137,0.93962237
914,0.86712159
634,0.89140330
184,0.84069794
431,0.93246961
1413,0.91538033
1438,0.94839925
1361,0.91360720
326,0.87904567
19,0.88795913
726,0.92850040
330,0.90832446
353,0.87257532
1074,0.94233383
1360,0.93849093
412,0.76248048
1149,0.92090243
649,0.84798710
1279,0.93766793
638,0.94236079
18,0.85863012
500,0.89205757
1099,0.90512928
1075,0.87909276
53,0.91002499
632,0.94048315
874,0.88333317
342,0.89419684
47,0.95005718
459,0.86799953
748,0.92860889
609,0.87762223
989,0.92472522
1038,0.89630211
473,0.59718110
711,0.95072277
717,0.94278945
140,0.94816008
1123,0.94942222
39,0.87017544
1368,0.89723562
1026,0.83116852
322,0.91750747
742,0.93159987
935,0.77271306
479,0.93643942
1236,0.90553519
1079,0.92291803
461,0.91987664
58,0.68151256
241,0.85115621
1103,0.86726897
783,0.92825084
1399,0.86995087
56,0.88904333
665,0.89506563
575,0.90124158
505,0.92324339
443,0.95486794
1283,0.86833127
516,0.94465703
29,0.93701470
270,0.89195788
924,0.93901890
1288,0.57355333
985,0.90984528
1327,0.70018969
1439,0.86829512
481,0.88296177
124,0.94096296
198,0.87306146
1229,0.93414309
