user_id,Attrition
442,0.91135647
1091,0.94062954
981,0.93529065
785,0.86191816
1332,0.94610801
501,0.95269428
1058,0.93225187
1253,0.92061484
751,0.85941202
122,0.92871203
268,0.89309736
940,0.95562999
1125,0.90968331
540,0.94876896
1034,0.92705039
432,0.85810289
794,0.94272753
666,0.91320642
942,0.93126926
1114,0.93451627
853,0.95769049
1330,0.92447656
692,0.91584836
548,0.89578506
54,0.93126750
319,0.93072975
1147,0.92405633
1235,0.83329736
1436,0.93943050
520,0.93027409
983,0.87202227
1347,0.85411331
465,0.94499223
966,0.93246095
31,0.85958063
420,0.93021382
1462,0.92120054
1408,0.93548885
89,0.92533214
298,0.91133175
875,0.90401797
1385,0.89122146
1430,0.88401887
223,0.83278972
1412,0.92533108
1375,0.94808214
4,0.94292427
1174,0.85450710
892,0.94146208
34,0.93792528
1310,0.91835866
182,0.94040544
467,0.87810383
52,0.89139463
1032,0.93924088
142,0.91298157
1440,0.90345160
528,0.92989971
629,0.86792689
1051,0.93066801
1269,0.83542977
993,0.92786403
526,0.92179729
278,0.88628022
887,0.93664021
1275,0.92893929
667,0.90597258
792,0.93786498
148,0.92579347
1039,0.91851065
1414,0.92512811
474,0.92500226
1341,0.91202663
1158,0.92151383
393,0.88153424
965,0.92539412
1397,0.92000857
743,0.91326158
980,0.94951293
1410,0.87829984
916,0.90097806
1300,0.84470970
642,0.93471040
1064,0.89299464
1318,0.92729360
1247,0.91848717
187,0.90714837
1023,0.93379085
1183,0.89097117
1073,0.92833739
1311,0.94025536
9,0.91012663
1019,0.92619849
1180,0.95650215
1405,0.89207666
1120,0.94151133
483,0.94334707
310,0.92950640
722,0.93968065
5,0.94025264
482,0.93589050
204,0.94446634
1086,0.93658598
376,0.88546124
740,0.92110847
299,0.89726969
1218,0.94525100
546,0.94113459
1434,0.87048786
1400,0.83811715
302,0.94501152
1096,0.88079891
360,0.91246257
1131,0.93193910
191,0.95506371
315,0.91728886
211,0.90317481
215,0.89692868
279,0.88241936
1179,0.83760849
141,0.94471755
1227,0.91854882
641,0.91274371
14,0.94834078
82,0.89150685
1301,0.88586938
787,0.90796182
583,0.92561893
333,0.93891759
610,0.86706379
390,0.82251253
1083,0.95088009
2,0.93798233
554,0.95324987
85,0.91341752
995,0.94757742
107,0.94490659
930,0.95023871
1306,0.93094099
1308,0.90298064
489,0.81867407
361,0.86160836
1090,0.93320808
80,0.89010779
152,0.90288814
1452,0.89987336
1093,0.91354586
231,0.86468265
693,0.90602710
96,0.89619058
224,0.88676393
948,0.92967891
1015,0.92862740
913,0.91871287
445,0.92575778
1,0.92399958
425,0.88633643
159,0.93283283
1210,0.90626952
227,0.87814922
838,0.92927947
1416,0.79885063
161,0.92797421
656,0.93971293
308,0.83097809
253,0.94876197
1084,0.92230904
113,0.92940433
1292,0.88446697
898,0.86390978
295,0.92650161
608,0.93100076
175,0.92166421
970,0.92416878
45,0.89457353
487,0.95791408
1358,0.88094321
55,0.90808078
657,0.93046378
1126,0.91758973
254,0.87618910
491,0.90791083
867,0.87865276
1396,0.94031031
587,0.88339885
863,0.82326934
536,0.94680466
619,0.87512767
192,0.94363750
1411,0.93536649
1460,0.94857470
1273,0.94321183
1425,0.91314695
574,0.89110300
108,0.92938399
651,0.89837626
567,0.90046875
728,0.91260822
842,0.92772858
426,0.92247528
260,0.93821578
580,0.91856848
1021,0.94783853
1173,0.90101297
572,0.94182339
679,0.90100721
1349,0.94006686
233,0.83978801
303,0.87437574
506,0.91044995
364,0.92959127
1100,0.87585788
27,0.90066256
1056,0.91591959
317,0.94044285
471,0.90493530
907,0.89259598
202,0.93072769
1129,0.90324118
1069,0.94020346
1263,0.93674363
381,0.94982103
1137,0.93703506
914,0.90756777
634,0.89812314
184,0.88834273
431,0.93377633
1413,0.92982453
1438,0.94921383
1361,0.92902848
326,0.91049984
19,0.91782238
726,0.92896523
330,0.91070492
353,0.90353414
1074,0.94385078
1360,0.94264961
412,0.85566971
1149,0.91921749
649,0.89383807
1279,0.93847175
638,0.93733340
18,0.87537454
500,0.91833244
1099,0.90651828
1075,0.91844979
53,0.92517776
632,0.94192590
874,0.89768975
342,0.92020480
47,0.94708865
459,0.90972298
748,0.93931968
609,0.91266443
989,0.92432679
1038,0.90239679
473,0.69623530
711,0.94746729
717,0.94153664
140,0.95006660
1123,0.94760670
39,0.88980349
1368,0.90973452
1026,0.88935747
322,0.93340587
742,0.93510576
935,0.87558064
479,0.93116161
1236,0.90250968
1079,0.93117327
461,0.93349369
58,0.80409233
241,0.89422207
1103,0.90483362
783,0.92813922
1399,0.90160251
56,0.90820356
665,0.90282352
575,0.91726888
505,0.92609881
443,0.95536574
1283,0.89579873
516,0.94314003
29,0.93753888
270,0.91847907
924,0.93695659
1288,0.75988012
985,0.91951254
1327,0.79839733
1439,0.89544280
481,0.90356289
124,0.93319780
198,0.89407759
1229,0.93473192
