user_id,Attrition
442,0.02478692
1091,0.00024154234
981,0.0025069343
785,0.020121105
1332,0.9976775
501,0.38953152
1058,0.061896734
1253,0.016361572
751,0.0006637302
122,0.002585177
268,0.00010443606
940,0.0015017184
1125,0.0022622794
540,0.92201453
1034,0.00054611097
432,8.663535e-05
794,0.0026297935
666,0.0018982928
942,0.0011435486
1114,0.12861374
853,0.24130191
1330,0.013807085
692,0.00023915978
548,0.00037599914
54,0.49700645
319,0.22989649
1147,5.5326713e-05
1235,0.0004942846
1436,0.952304
520,0.00015868932
983,0.00084656687
1347,0.002125052
465,0.020572893
966,0.021344898
31,0.00246244
420,0.00040604846
1462,0.0056292936
1408,0.0059497827
89,0.0002846536
298,0.00049543515
875,0.043163154
1385,0.0007143173
1430,0.0010271774
223,0.0008094142
1412,0.0028533398
1375,0.98896056
4,0.57087934
1174,0.0004830203
892,0.99414116
34,0.25353655
1310,0.00892132
182,0.0651363
467,0.31529084
52,0.0031713303
1032,0.8065302
142,0.003480666
1440,0.00046030173
528,0.00023733164
629,0.0001290279
1051,0.41318625
1269,0.005126323
993,0.0030931144
526,0.0012786144
278,0.0027078409
887,0.12793656
1275,0.0045386795
667,0.0003791588
792,0.006940107
148,0.0001515798
1039,0.2778242
1414,0.0015065969
474,0.5635171
1341,0.023412261
1158,0.00021131037
393,0.012363326
965,0.0009039401
1397,0.0058025317
743,0.00022441318
980,0.01833441
1410,0.00015875878
916,0.0006440342
1300,7.202478e-05
642,0.0013626297
1064,0.0037750313
1318,0.01884313
1247,0.0033391975
187,0.00089353026
1023,0.04610818
1183,0.00010633259
1073,0.008317336
1311,0.7340868
9,0.00066072954
1019,0.0035641817
1180,0.16258103
1405,0.0064396556
1120,0.00023009874
483,0.09374897
310,0.57809246
722,0.0004905891
5,0.0006212415
482,0.13588704
204,0.040375073
1086,0.20263916
376,0.0006460555
740,0.0071905158
299,0.00045842564
1218,0.021361545
546,0.09577627
1434,0.01794623
1400,0.005301047
302,0.0009769027
1096,0.01723991
360,3.5471516e-05
1131,0.014770697
191,0.0021748368
315,0.051476885
211,0.00030155442
215,0.00011173744
279,0.00027231683
1179,0.00019629192
141,0.00025272687
1227,5.5876608e-05
641,0.00011575808
14,0.9483561
82,0.031060526
1301,0.019618602
787,4.511501e-05
583,0.0039035138
333,0.009588242
610,0.02339403
390,0.00060624385
1083,0.007695367
2,0.2142775
554,0.043243542
85,0.0006083017
995,0.23536618
107,0.46906325
930,0.013907577
1306,0.0060683354
1308,0.0001286418
489,0.00031397666
361,0.0010097591
1090,0.03103192
80,0.00047025166
152,0.08169006
1452,0.0034484153
1093,0.023218548
231,0.00022768503
693,0.0007759055
96,0.046276692
224,0.00045591724
948,0.007789679
1015,0.002515679
913,0.1373921
445,0.0028785437
1,0.00434732
425,4.918352e-05
159,0.1579221
1210,0.022514446
227,0.00090660073
838,0.011900996
1416,0.001043375
161,0.06427248
656,0.8955567
308,0.00013947532
253,0.0005715725
1084,0.030990612
113,7.023344e-05
1292,0.00035180952
898,0.00017272236
295,0.0009459674
608,0.0010440496
175,0.00012346578
970,0.04094687
45,0.00048476888
487,0.03740947
1358,0.00034552155
55,0.24670014
657,0.004931972
1126,0.004491556
254,0.00015760568
491,0.0006361639
867,0.00015557387
1396,0.37668353
587,0.00014033339
863,0.00058660965
536,0.6356406
619,0.0062387637
192,0.0014627652
1411,0.21377946
1460,0.04823617
1273,0.8690347
1425,0.00047136616
574,4.258882e-05
108,0.0012625825
651,0.06688148
567,0.003093216
728,0.007254964
842,0.8314362
426,0.00096359
260,0.0036957262
580,0.011036791
1021,0.26175156
1173,0.00010323188
572,0.0057211174
679,0.003030731
1349,0.03723853
233,5.6438057e-05
303,0.009881502
506,0.0068906494
364,0.00040994168
1100,0.00057487877
27,4.5922643e-05
1056,0.020144293
317,0.00041842376
471,2.1283688e-05
907,0.012491034
202,0.10252008
1129,0.0012207755
1069,0.13784593
1263,0.01574446
381,0.39701495
1137,0.39603496
914,0.0017447368
634,0.04077561
184,0.00013356932
431,0.008893591
1413,0.2353511
1438,0.46772352
1361,0.08529782
326,2.1871678e-05
19,0.0056492966
726,0.020416649
330,0.00015566232
353,0.0023482577
1074,0.0049727215
1360,0.6270903
412,0.00019871705
1149,0.14024168
649,0.00077833596
1279,0.18202905
638,0.012091708
18,0.00012412388
500,0.04347864
1099,0.21426643
1075,0.00014495054
53,7.3551564e-05
632,0.014727818
874,0.0014234857
342,0.13068564
47,0.0010784967
459,0.050054662
748,0.092264645
609,0.00044386514
989,0.004308025
1038,0.0029172048
473,7.5091004e-05
711,0.95143527
717,0.48117828
140,0.43980646
1123,0.011099861
39,0.0009971058
1368,0.08424209
1026,0.0011211871
322,0.00839035
742,0.09018552
935,7.3384115e-05
479,0.07810978
1236,0.002494814
1079,0.00035927136
461,0.0144968815
58,1.8796436e-05
241,0.0005693785
1103,0.004572477
783,0.00019090998
1399,0.014528313
56,0.004928973
665,0.016090127
575,0.014603026
505,0.34670833
443,0.375326
1283,0.0039562266
516,0.033776946
29,0.00010890002
270,0.00022274551
924,0.00021415569
1288,2.005927e-05
985,0.012567458
1327,0.0016719819
1439,0.0032430198
481,0.0020052076
124,0.07924695
198,0.00048763675
1229,0.00011159784
