user_id,Attrition
442,0.00080942
1091,0.00048153
981,0.00924034
785,0.00111085
1332,0.97249035
501,0.05368499
1058,0.10256687
1253,0.00134344
751,0.00044430
122,0.00584471
268,0.00055827
940,0.01232152
1125,0.00068940
540,0.84878155
1034,0.00102446
432,0.00036978
794,0.00069164
666,0.00140458
942,0.00096989
1114,0.00693967
853,0.73643625
1330,0.00050699
692,0.00071600
548,0.00052562
54,0.16684741
319,0.02161865
1147,0.00076826
1235,0.00039641
1436,0.82660643
520,0.00070933
983,0.00046459
1347,0.00076942
465,0.00643564
966,0.00099828
31,0.00099532
420,0.00068018
1462,0.00154439
1408,0.00137781
89,0.00066525
298,0.00069397
875,0.00115384
1385,0.00045496
1430,0.00083500
223,0.00076991
1412,0.00077845
1375,0.37752782
4,0.05250538
1174,0.00035293
892,0.95723352
34,0.61677290
1310,0.00157875
182,0.33158589
467,0.00190138
52,0.00095783
1032,0.54225264
142,0.00191056
1440,0.00044559
528,0.00118922
629,0.00072390
1051,0.02416965
1269,0.00067992
993,0.00328297
526,0.00053549
278,0.00065741
887,0.01119621
1275,0.00109384
667,0.01461200
792,0.00072489
148,0.00115033
1039,0.00584853
1414,0.00093960
474,0.20802328
1341,0.00091966
1158,0.00065755
393,0.00090304
965,0.00183384
1397,0.00111541
743,0.00050785
980,0.08132968
1410,0.00045951
916,0.00035349
1300,0.00041311
642,0.00095950
1064,0.00146876
1318,0.00105741
1247,0.00090468
187,0.00047820
1023,0.01040927
1183,0.00063040
1073,0.00095343
1311,0.78634645
9,0.00049154
1019,0.00222125
1180,0.15359386
1405,0.00051803
1120,0.00093209
483,0.00784495
310,0.16958250
722,0.00085826
5,0.00141677
482,0.02408864
204,0.01346788
1086,0.03857623
376,0.00045215
740,0.00124112
299,0.00042976
1218,0.00167192
546,0.09139660
1434,0.00133595
1400,0.00999852
302,0.00258311
1096,0.00090209
360,0.00048209
1131,0.00114396
191,0.00213013
315,0.00059523
211,0.00046270
215,0.00116483
279,0.00041709
1179,0.00029198
141,0.00097142
1227,0.00049795
641,0.00056958
14,0.91370690
82,0.00655174
1301,0.00065117
787,0.00038431
583,0.00176386
333,0.00119108
610,0.00083632
390,0.00032346
1083,0.04538599
2,0.47201306
554,0.03181605
85,0.00181664
995,0.00469448
107,0.28927344
930,0.00165102
1306,0.00191997
1308,0.00074313
489,0.00053772
361,0.00210755
1090,0.00217857
80,0.00092338
152,0.00183405
1452,0.00044824
1093,0.00058187
231,0.00043185
693,0.00083428
96,0.00076635
224,0.00073222
948,0.00419194
1015,0.00125517
913,0.00150691
445,0.00075759
1,0.00078959
425,0.00042042
159,0.00150393
1210,0.00093274
227,0.00049705
838,0.00523889
1416,0.00047580
161,0.00462750
656,0.91670252
308,0.00056593
253,0.01074005
1084,0.05368658
113,0.00054347
1292,0.00049675
898,0.00058810
295,0.00075058
608,0.00063060
175,0.00186068
970,0.00335054
45,0.00046297
487,0.02750474
1358,0.00083632
55,0.00508635
657,0.00811288
1126,0.00085455
254,0.00043221
491,0.00055030
867,0.00032692
1396,0.67687636
587,0.00046735
863,0.00082073
536,0.18227163
619,0.00065851
192,0.01757698
1411,0.22705682
1460,0.02214040
1273,0.94339596
1425,0.00186332
574,0.00048090
108,0.00106791
651,0.00127086
567,0.00069170
728,0.00069059
842,0.53957094
426,0.00082996
260,0.00411236
580,0.00089842
1021,0.05152405
1173,0.00049896
572,0.00181590
679,0.00103899
1349,0.83439982
233,0.00033880
303,0.00084265
506,0.00042043
364,0.00160939
1100,0.00069826
27,0.00046387
1056,0.00462945
317,0.00103380
471,0.00050125
907,0.00052734
202,0.08777880
1129,0.00064757
1069,0.47766330
1263,0.00092415
381,0.07409988
1137,0.80312240
914,0.00199024
634,0.00295626
184,0.00038737
431,0.00067782
1413,0.05313975
1438,0.64942826
1361,0.00236680
326,0.00030965
19,0.04258475
726,0.00095640
330,0.00046179
353,0.00043940
1074,0.01812956
1360,0.01516380
412,0.00031196
1149,0.00207147
649,0.00038360
1279,0.05557364
638,0.00995665
18,0.00060888
500,0.00207648
1099,0.00207643
1075,0.00050557
53,0.00100602
632,0.05379971
874,0.00065507
342,0.00180734
47,0.02459637
459,0.00199583
748,0.05654302
609,0.00058880
989,0.01526999
1038,0.00089796
473,0.00036834
711,0.96447089
717,0.02645832
140,0.52147286
1123,0.00525414
39,0.00062222
1368,0.01049262
1026,0.00067398
322,0.00134851
742,0.05583083
935,0.00037721
479,0.09406152
1236,0.00865865
1079,0.00036819
461,0.00077021
58,0.00030488
241,0.00120911
1103,0.00058033
783,0.00055271
1399,0.00072474
56,0.00114667
665,0.01222301
575,0.00253327
505,0.16271990
443,0.08953220
1283,0.00092182
516,0.01049720
29,0.00070600
270,0.00123948
924,0.03302248
1288,0.00028449
985,0.00323125
1327,0.00063722
1439,0.00072329
481,0.00681539
124,0.44644166
198,0.00057299
1229,0.00091623
