user_id,Attrition
442,0.08475017
1091,0.06549882
981,0.11852663
785,0.10239891
1332,0.91705187
501,0.30046064
1058,0.25630348
1253,0.09025231
751,0.06977780
122,0.15249415
268,0.07216472
940,0.12060799
1125,0.07411932
540,0.80638302
1034,0.08060663
432,0.06191283
794,0.07390513
666,0.10025176
942,0.07892761
1114,0.13601778
853,0.62055947
1330,0.07250969
692,0.06455431
548,0.06606239
54,0.45027743
319,0.22581730
1147,0.07280432
1235,0.06738434
1436,0.84332741
520,0.07776998
983,0.06753889
1347,0.08967495
465,0.13781235
966,0.09735490
31,0.09444533
420,0.07086480
1462,0.10678794
1408,0.10379518
89,0.07440850
298,0.08638696
875,0.09102616
1385,0.07172528
1430,0.07593702
223,0.08755157
1412,0.07948391
1375,0.63932913
4,0.21546495
1174,0.06210616
892,0.91030022
34,0.64347260
1310,0.12163238
182,0.44326294
467,0.10389155
52,0.09986998
1032,0.57800709
142,0.10601694
1440,0.06954168
528,0.08583634
629,0.08360496
1051,0.20529038
1269,0.07764194
993,0.10903773
526,0.07418825
278,0.09324445
887,0.23727342
1275,0.08698217
667,0.14204186
792,0.08146760
148,0.09347441
1039,0.14331277
1414,0.08865050
474,0.37637514
1341,0.08327276
1158,0.07455385
393,0.08628133
965,0.08688029
1397,0.08572274
743,0.07561806
980,0.26001301
1410,0.06410638
916,0.06236254
1300,0.06679968
642,0.09515322
1064,0.09793843
1318,0.08358593
1247,0.07592415
187,0.07453284
1023,0.18923479
1183,0.08078224
1073,0.08408808
1311,0.77493453
9,0.07135809
1019,0.09669207
1180,0.18573475
1405,0.07348031
1120,0.07376009
483,0.11679504
310,0.46802987
722,0.08601901
5,0.08985634
482,0.19297820
204,0.16493393
1086,0.28581548
376,0.06689034
740,0.08734321
299,0.07125750
1218,0.08477921
546,0.36196646
1434,0.11166598
1400,0.19590341
302,0.10554889
1096,0.09645130
360,0.06603740
1131,0.07485735
191,0.08823479
315,0.08250394
211,0.06912178
215,0.08528184
279,0.06728485
1179,0.05774456
141,0.08693596
1227,0.06556315
641,0.06540013
14,0.83166487
82,0.17960436
1301,0.08385322
787,0.06141967
583,0.08650034
333,0.08796832
610,0.08315056
390,0.06245609
1083,0.21535145
2,0.58447388
554,0.18994458
85,0.12116004
995,0.17011342
107,0.31199699
930,0.10140885
1306,0.10929710
1308,0.08140904
489,0.07932126
361,0.11136265
1090,0.09686217
80,0.08287333
152,0.10894011
1452,0.07140885
1093,0.07574543
231,0.06690319
693,0.07870902
96,0.09366796
224,0.07846947
948,0.15375326
1015,0.08530719
913,0.13828784
445,0.08421262
1,0.08211039
425,0.07617760
159,0.10997636
1210,0.09297726
227,0.07325516
838,0.16646855
1416,0.06999294
161,0.17997510
656,0.86357136
308,0.07953971
253,0.13617292
1084,0.23815323
113,0.06834239
1292,0.06919429
898,0.06875813
295,0.08075253
608,0.07118373
175,0.09563244
970,0.13431204
45,0.07533548
487,0.29924975
1358,0.07431098
55,0.15449720
657,0.12338930
1126,0.09692241
254,0.06633944
491,0.06396909
867,0.06393478
1396,0.67489035
587,0.06611434
863,0.08279624
536,0.42203239
619,0.08036160
192,0.19247344
1411,0.30312832
1460,0.26240245
1273,0.82867324
1425,0.09691150
574,0.06599409
108,0.09139928
651,0.09610689
567,0.07955484
728,0.07611725
842,0.53531399
426,0.08295985
260,0.15129067
580,0.08331044
1021,0.20031094
1173,0.06789076
572,0.08822584
679,0.09339033
1349,0.64901139
233,0.06328463
303,0.08625741
506,0.06327360
364,0.09341693
1100,0.09174958
27,0.06819997
1056,0.12672876
317,0.07814706
471,0.06718408
907,0.07049287
202,0.18127322
1129,0.08460252
1069,0.61108883
1263,0.09906568
381,0.42708551
1137,0.76943276
914,0.13250176
634,0.14129975
184,0.06793751
431,0.07634932
1413,0.31969867
1438,0.77580234
1361,0.11952430
326,0.06024583
19,0.22101377
726,0.07429212
330,0.06651708
353,0.07053299
1074,0.17689819
1360,0.16131613
412,0.06187404
1149,0.11261095
649,0.07085851
1279,0.27087484
638,0.13505329
18,0.07973766
500,0.09743571
1099,0.10233184
1075,0.07332656
53,0.08103565
632,0.27447246
874,0.07284584
342,0.09937072
47,0.13976589
459,0.12574151
748,0.31271762
609,0.07731015
989,0.15496488
1038,0.08528069
473,0.06749583
711,0.88180173
717,0.14340604
140,0.52506040
1123,0.10264524
39,0.07910864
1368,0.19544886
1026,0.07392577
322,0.09691802
742,0.14816580
935,0.06082282
479,0.23667810
1236,0.14818083
1079,0.06223984
461,0.07690257
58,0.06044975
241,0.09584950
1103,0.06846383
783,0.06996169
1399,0.07380149
56,0.09974497
665,0.21720772
575,0.09909972
505,0.23930794
443,0.25448811
1283,0.08273599
516,0.18095763
29,0.09026435
270,0.10752014
924,0.17803507
1288,0.05747378
985,0.10074571
1327,0.08120153
1439,0.08027149
481,0.12489418
124,0.43459580
198,0.07023374
1229,0.08296824
